0,0,0,32,0,16,31,0,169,0,10,43,1,0,0,134,36,1,21,8,7,8,9,14,0,2160,1,1,152,0,166,14,66,0,0,5,1,2,12,0,0,7,0,10,0,1,0,1,0,1,0
0,1,23,0,1,0,16,3,236,0,5,1,4,9,0,31,4,7,49,1,14,0,0,1,9,0,26,12,0,40,921,0,0,1359,2,16,2,4,3,0,7,13,0,0,2,2,0,1,1,0,0
0,0,14,0,5,9,32,0,12,0,7,3,0,5,0,20,14,9,6,2,8,7,0,2,1730,0,24,0,0,0,2,9,4,5,0,14,0,1,1,0,2,11,0,2,2,0,0,5,742,0,0
0,34,4,619,0,18,40,3,44,746,19,8,21,1,7,29,66,269,13,5,6,3,2,4,1,83,23,1,9,15,23,5,5,10,50,4,2,0,11,5,1,2,2,19,11,306,1,7,0,0,31
0,0,2,9,1,0,168,0,29,0,19,0,1,0,0,49,14,4,32,10,20,1,10,9,3,39,91,3,60,0,8,36,1652,3,0,12,6,3,75,0,1,1,1,2,46,0,39,3,0,0,0
0,59,0,2,0,0,1,10,0,0,0,0,6,0,1724,1,0,0,0,0,0,0,0,0,5,0,1,21,0,0,0,1,0,0,10,0,540,0,0,0,0,0,0,0,0,0,7,0,0,1,0
0,0,0,0,567,0,0,0,7,0,1,241,0,0,0,9,0,0,6,32,6,981,0,315,0,0,5,0,0,0,4,3,0,0,0,141,2,0,0,7,0,2,0,53,0,1,0,0,0,0,0
0,0,1,0,64,2,9,0,0,0,4,1,0,0,0,8,0,0,7,1552,296,75,1,4,3,0,21,0,0,0,37,17,0,0,0,142,14,0,5,9,0,1,0,0,8,0,0,0,0,0,0
0,40,0,19,0,1,8,1,1,0,1,0,2032,1,6,1,1,6,1,0,0,4,1,0,1,1,3,0,0,0,16,1,1,2,58,2,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1
0,12,0,216,0,15,154,0,15,2,2,2,5,1,0,10,143,101,4,1,0,2,1,0,5,48,29,8,4,5,45,5,0,5,12,3,0,0,16,0,3,12,1,5,1,1266,6,13,0,0,3
0,0,2,1,13,12,0,0,71,0,1,14,0,0,0,1004,304,1,26,11,0,13,1,166,0,11,1,0,405,0,2,10,13,0,0,43,0,1,0,0,0,3,0,1,0,0,0,1,2,0,0
0,0,6,35,150,17,21,4,7,464,23,81,11,1,2,33,14,1,15,29,76,26,1,63,1,28,0,1,9,30,104,1,17,3,9,27,742,3,8,1,0,3,5,6,17,0,4,9,2,0,0
0,0,2,16,0,2,1,0,2,0,0,0,4,0,1,5,3,389,0,1,1,0,0,0,0,17,4,16,2,0,7,0,3,0,4,0,0,9,0,0,1,0,690,3,23,0,6,15,0,705,85
0,12,4,89,1,132,30,0,210,0,2,3,1054,10,0,37,48,4,24,7,6,1,11,4,13,13,13,29,19,0,16,15,44,46,27,9,1,3,15,0,0,1,0,0,6,28,2,4,1,0,0
0,0,0,9,3,1,126,0,0,0,1,0,0,0,0,11,0,4,0,24,44,2,4,4,1,0,2,0,4,0,18,6,36,0,0,1,13,1,79,41,3,2,13,1,801,0,460,0,0,0,0
0,0,9,2,0,2,0,0,0,0,0,0,2,63,1,3,0,0,0,0,61,0,0,5,0,1,7,1,0,0,0,151,0,1,0,0,1,1052,0,0,0,0,1,0,2,0,0,0,0,0,3
0,34,0,1,0,0,3,2,0,1,0,0,0,0,793,0,0,0,5,0,0,0,0,0,5,0,3,21,0,20,7,5,0,0,24,0,1,0,0,0,18,0,0,0,1,0,263,1,0,1,0
0,74,0,1,0,1,1,7,0,45,0,0,0,0,654,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0
0,44,0,25,0,0,0,9,18,0,0,1,174,1,0,3,0,3,5,0,0,0,0,0,0,0,15,2,0,23,21,1,2,368,31,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1
0,0,0,0,136,0,0,0,1,0,2,215,0,0,0,47,1,0,0,2,1,60,0,212,0,0,0,0,4,0,0,1,0,0,0,41,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0,2,0,0,3,0,1,0,58,0,0,1,30,13,4,0,34,0,0,0,0,521,0,0,4,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
0,0,0,4,2,7,0,0,96,0,3,1,0,0,0,97,40,1,36,14,0,1,0,0,13,7,45,0,53,0,27,2,53,0,0,6,0,0,2,3,0,0,0,1,0,0,17,1,3,0,0
