11,8,2,5,0,1,1,6,8,6,4,2,11,1,4,2,61,7,3,1,1,2,5,3,1,6,1,8,3,8,0,4,0,4,12,1,0,0,0,0,2,24,2,0,1,5,0,0,1,0,0
0,0,0,0,13,2,2,0,4,0,1,18,0,0,0,11,5,65,4,11,3,46,0,15,0,0,1,0,5,0,0,4,5,0,0,8,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0
0,76,0,0,0,0,0,53,0,0,0,0,2,0,11,0,0,0,14,0,0,0,0,0,0,0,0,67,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,3,5,5,3,5,8,4,9,5,2,11,1,32,3,7,5,6,10,2,3,3,1,22,2,4,5,2,6,0,0,1,4,1,1,1,1,1,1,2,2,8,0,2,4,5,1,0,1,4
0,0,24,0,1,1,4,0,1,1,30,0,1,23,2,1,0,1,3,1,31,2,9,3,4,1,2,0,0,1,0,8,0,1,0,1,1,58,2,1,0,0,0,0,1,0,1,0,0,0,0
0,10,2,5,0,2,1,6,3,6,1,1,14,2,15,0,4,33,1,3,1,9,2,1,7,2,2,3,1,8,0,0,0,34,1,2,0,2,1,1,3,1,10,0,2,4,1,2,2,1,7
0,0,6,2,15,4,33,0,4,0,14,6,0,1,0,9,3,1,8,14,15,7,16,15,2,1,3,0,6,0,0,5,5,0,0,3,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
1,1,28,1,1,3,1,1,3,0,2,1,2,59,0,1,5,2,1,0,6,1,22,25,2,2,0,0,1,0,0,13,0,0,0,1,0,13,0,0,0,2,0,0,0,0,0,1,1,0,0
1,0,2,1,3,5,11,0,12,2,14,1,1,0,3,3,1,1,13,6,15,3,1,1,36,1,32,0,0,4,0,6,1,1,1,2,0,1,4,0,1,0,0,0,2,1,1,2,1,0,0
0,0,0,0,2,4,3,0,8,0,3,65,0,0,0,10,8,0,10,8,1,2,0,8,0,17,1,0,31,0,1,1,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0
0,2,1,6,0,0,2,2,0,74,1,0,1,0,7,1,2,6,0,1,0,0,1,0,0,3,13,1,1,9,0,0,0,1,0,0,1,0,0,0,5,0,26,0,2,4,1,0,0,7,8
0,1,9,6,4,2,4,1,22,1,19,4,2,1,2,1,2,5,11,7,4,1,7,6,1,6,8,11,1,2,0,3,2,4,0,4,0,0,8,0,2,0,2,2,1,6,1,3,0,1,0
0,2,1,5,1,38,0,2,3,1,2,3,4,0,4,1,9,1,3,3,1,2,2,3,3,4,0,3,16,1,0,1,0,2,1,1,0,0,0,1,0,34,1,2,1,1,0,7,12,1,0
0,0,1,3,2,2,9,0,18,1,20,1,1,1,0,2,1,1,20,9,6,2,2,1,2,2,25,0,1,8,1,4,24,3,0,3,1,1,2,1,1,0,0,0,2,0,0,1,0,0,0
0,4,3,5,8,3,8,7,2,6,1,1,5,1,2,16,0,4,8,6,1,0,6,0,2,3,5,1,0,1,53,0,1,2,0,0,3,0,1,1,4,0,2,1,1,2,1,0,0,1,0
76,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,2,2,1,1,5,2,3,3,10,1,6,4,5,2,1,2,4,2,2,2,5,1,16,2,2,6,2,7,0,1,17,4,4,0,1,9,1,0,0,1,1,1,0,4,1,0,0,0,0
0,0,0,2,4,4,4,0,13,1,8,1,0,0,0,1,0,1,13,9,6,4,0,1,1,1,6,0,0,0,1,2,1,19,0,36,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0
122,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,1,0,0,0,0,2,0,0,1,1,3,3,5,0,6,0,1,0,0,0,1,0,4,0,0,2,0,0,0,14,0,3,36,9,0,0,0,0,0,0,1,0,0,0,0,4,1,0,2
0,1,0,0,35,0,9,0,0,1,0,0,0,0,0,2,0,0,2,3,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,74,0,2,1,0,0,0,0,1,0,0,0,0,0,0
0,3,2,5,1,1,2,2,3,10,2,1,4,1,3,0,1,3,2,0,3,0,3,1,0,6,1,2,1,3,0,0,0,2,0,0,0,9,0,0,1,1,10,0,2,3,1,1,0,35,2
0,0,0,39,0,1,1,0,2,3,1,2,7,0,0,0,2,6,0,1,0,1,6,1,0,42,1,0,3,0,0,0,2,1,0,0,0,0,7,0,0,0,1,0,1,2,0,0,0,0,0
0,0,1,1,1,16,3,0,0,0,4,0,0,0,0,1,0,0,2,11,32,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,48,0,3,0,0,1,0,0,2,0,0,0
0,0,0,0,14,0,1,0,1,0,2,6,0,0,0,36,1,0,2,8,1,4,0,7,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0
0,0,0,1,0,0,11,0,1,0,1,0,0,0,3,0,0,0,2,5,7,0,0,0,1,0,2,0,0,1,0,4,0,0,0,0,0,0,42,0,0,9,0,0,33,0,1,0,0,0,0
1,0,2,1,7,2,2,0,6,0,12,2,0,3,0,5,9,5,3,9,5,4,2,3,1,0,7,0,5,0,1,1,4,0,0,5,0,1,1,2,0,0,3,4,1,0,0,1,0,0,0
0,0,0,0,9,66,0,0,0,0,0,13,1,0,1,3,1,0,0,1,0,7,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,0,1,0,0,1
2,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0,0,0,1,0,2,0,0,3,9,0,5,4,0,0,2,1,0,1,0,1,37,0,1,36,0,0,0
0,0,0,0,9,3,5,0,6,0,4,13,0,0,0,8,5,1,2,10,3,15,0,3,1,0,4,0,4,0,1,1,1,0,0,4,0,0,2,4,0,0,0,2,1,0,0,1,0,0,0
0,1,0,2,0,9,1,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,2,0,1,0,0,0,4,0,0,0,0,0,1,1,28,0,0,0,0,0,47,0,0,0,0
55,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,13,2,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0
0,0,0,4,0,6,0,0,3,0,0,17,1,0,0,0,17,1,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0
0,0,0,10,0,2,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38,0
0,12,0,0,0,0,0,40,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
